Member_number,Recency,Frequency,Monetary,Cluster
2768,363,2,52.1,Dormant
4271,376,2,52.04,Dormant
1101,367,3,52.0,Dormant
1253,193,2,51.94,At Risk
2397,87,2,51.94,At Risk
1485,171,2,51.9,At Risk
3253,193,2,51.9,At Risk
2109,63,4,51.9,At Risk
2890,248,2,51.86,At Risk
2007,37,2,51.85,At Risk
4298,158,3,51.85,At Risk
4856,346,3,51.85,Dormant
1186,248,4,51.83,At Risk
3969,300,2,51.8,Dormant
1546,361,3,51.8,Dormant
1996,234,4,51.75,At Risk
4868,242,5,51.7,At Risk
4465,366,2,51.6,Dormant
2438,313,2,51.6,Dormant
1047,143,3,51.6,At Risk
2390,131,5,51.56,At Risk
3528,134,3,51.55,At Risk
4205,311,2,51.5,Dormant
2345,13,4,51.5,At Risk
4393,36,2,51.4,At Risk
1318,95,2,51.3,At Risk
3860,239,2,51.27,At Risk
1907,164,2,51.2,At Risk
3406,68,3,51.2,At Risk
3493,331,4,51.1,Dormant
4349,291,4,51.1,Dormant
1881,76,5,51.05,At Risk
3662,27,4,51.0,At Risk
3979,105,2,51.0,At Risk
3156,150,3,51.0,At Risk
1869,228,4,51.0,At Risk
3198,190,2,51.0,At Risk
1813,394,1,50.9,Dormant
1077,109,6,50.9,Loyal
1258,508,2,50.9,Dormant
3496,99,4,50.9,At Risk
1705,79,4,50.85,At Risk
2392,15,2,50.8,At Risk
3426,66,4,50.8,At Risk
4822,179,6,50.8,Loyal
4751,41,3,50.8,At Risk
1760,341,3,50.8,Dormant
4911,357,3,50.75,Dormant
1072,68,2,50.7,At Risk
2353,242,4,50.7,At Risk
2797,109,2,50.7,At Risk
1433,464,1,50.6,Dormant
4858,318,3,50.6,Dormant
3235,2,3,50.6,At Risk
3601,10,4,50.5,At Risk
3676,67,2,50.49,At Risk
4210,145,2,50.44,At Risk
2728,32,2,50.4,At Risk
3585,162,2,50.4,At Risk
4304,319,3,50.36,Dormant
3674,139,4,50.34,At Risk
2812,387,2,50.3,Dormant
3267,346,4,50.2,Dormant
4140,678,3,50.2,Dormant
4172,83,3,50.15,At Risk
1421,145,4,50.12,At Risk
3694,13,5,50.1,At Risk
3413,98,5,50.1,At Risk
4085,92,4,50.1,At Risk
1078,63,2,50.0,At Risk
1732,215,3,50.0,At Risk
4331,111,3,50.0,At Risk
4355,39,4,50.0,At Risk
3886,42,3,50.0,At Risk
3729,31,2,49.94,At Risk
3259,119,4,49.92,At Risk
4265,18,5,49.9,At Risk
4605,68,3,49.9,At Risk
2742,81,3,49.85,At Risk
1980,76,5,49.83,At Risk
1812,77,1,49.8,At Risk
2838,50,3,49.8,At Risk
1529,196,3,49.7,At Risk
2450,152,3,49.7,At Risk
1935,489,4,49.6,Dormant
1316,279,3,49.6,At Risk
4413,80,3,49.5,At Risk
3726,218,2,49.5,At Risk
1434,397,3,49.5,Dormant
3807,65,2,49.5,At Risk
1746,77,5,49.5,At Risk
3916,87,3,49.5,At Risk
1423,443,2,49.46,Dormant
4599,616,2,49.4,Dormant
3828,198,4,49.4,At Risk
2984,309,4,49.4,Dormant
3209,2,5,49.4,At Risk
2009,80,3,49.4,At Risk
3264,269,5,49.35,At Risk
2143,158,3,49.3,At Risk
2594,223,4,49.3,At Risk
1502,60,2,49.3,At Risk
2522,509,3,49.3,Dormant
4342,287,5,49.3,At Risk
2827,60,2,49.22,At Risk
2682,29,5,49.2,At Risk
1147,409,3,49.2,Dormant
4460,171,3,49.15,At Risk
3611,320,2,49.15,Dormant
4273,199,4,49.1,At Risk
1158,74,4,49.1,At Risk
2378,259,1,49.0,At Risk
2126,612,1,49.0,Dormant
3397,313,3,48.9,Dormant
1568,661,2,48.9,Dormant
4216,246,5,48.9,At Risk
3939,323,2,48.89,Dormant
4229,132,3,48.8,At Risk
1009,86,4,48.75,At Risk
3923,337,3,48.74,Dormant
1260,452,2,48.74,Dormant
4651,192,3,48.7,At Risk
4849,227,3,48.64,At Risk
1818,111,4,48.6,At Risk
1631,138,2,48.6,At Risk
1752,255,5,48.6,At Risk
1499,51,5,48.5,At Risk
3307,85,4,48.5,At Risk
4848,77,3,48.5,At Risk
3622,2,5,48.4,At Risk
2411,618,3,48.4,Dormant
1134,391,3,48.4,Dormant
4702,52,2,48.39,At Risk
3980,105,3,48.3,At Risk
3096,130,3,48.3,At Risk
1431,53,4,48.3,At Risk
2516,152,2,48.3,At Risk
3112,225,4,48.2,At Risk
3940,296,2,48.2,Dormant
2753,113,3,48.2,At Risk
2062,99,3,48.11,At Risk
4903,22,2,48.1,At Risk
1040,34,4,48.1,At Risk
4094,275,4,48.1,At Risk
3989,438,3,48.1,Dormant
3618,449,2,48.1,Dormant
3759,113,4,48.02,At Risk
1604,49,4,48.0,At Risk
4171,210,3,47.9,At Risk
4815,705,1,47.9,Dormant
2295,2,4,47.9,At Risk
4887,413,3,47.9,Dormant
4374,467,2,47.7,Dormant
1872,128,3,47.7,At Risk
3302,222,3,47.7,At Risk
4542,346,3,47.7,Dormant
2016,137,2,47.6,At Risk
1387,578,2,47.46,Dormant
1897,339,4,47.4,Dormant
4644,127,2,47.4,At Risk
4055,645,1,47.4,Dormant
2039,99,2,47.4,At Risk
4539,296,3,47.3,Dormant
2002,71,1,47.3,At Risk
4017,56,4,47.3,At Risk
3263,531,3,47.3,Dormant
3563,35,4,47.3,At Risk
1801,201,5,47.3,At Risk
1848,177,4,47.25,At Risk
1605,177,5,47.1,At Risk
1280,140,4,47.1,At Risk
3178,22,5,47.1,At Risk
2670,245,2,47.1,At Risk
1261,223,2,47.05,At Risk
4185,348,2,47.0,Dormant
3065,367,3,46.95,Dormant
1458,128,3,46.9,At Risk
4462,206,4,46.9,At Risk
2859,322,2,46.9,Dormant
4841,13,4,46.9,At Risk
1799,94,4,46.82,At Risk
3630,159,2,46.8,At Risk
4713,336,2,46.8,Dormant
3445,90,3,46.7,At Risk
2480,101,5,46.7,At Risk
2922,4,3,46.7,At Risk
3195,175,3,46.7,At Risk
1262,526,2,46.6,Dormant
4731,270,1,46.6,Dormant
4738,137,3,46.5,At Risk
2709,132,4,46.45,At Risk
2485,226,3,46.45,At Risk
4847,330,4,46.42,Dormant
3283,181,4,46.4,At Risk
1359,580,1,46.4,Dormant
1569,589,3,46.4,Dormant
4259,189,5,46.37,At Risk
4361,116,4,46.25,At Risk
3546,38,3,46.2,At Risk
2427,187,3,46.15,At Risk
4480,566,2,46.06,Dormant
3003,601,3,46.04,Dormant
3892,163,2,46.0,At Risk
3648,211,1,46.0,At Risk
1589,490,2,46.0,Dormant
4408,254,4,45.92,At Risk
2082,37,4,45.9,At Risk
3212,256,2,45.9,At Risk
4798,39,3,45.84,At Risk
2818,38,3,45.8,At Risk
3125,451,2,45.8,Dormant
1842,310,3,45.8,Dormant
2655,182,2,45.76,At Risk
4069,241,3,45.7,At Risk
3076,22,2,45.7,At Risk
3011,191,5,45.7,At Risk
3455,42,3,45.7,At Risk
3512,43,2,45.7,At Risk
2455,360,2,45.7,Dormant
2228,214,2,45.66,At Risk
2183,366,3,45.6,Dormant
1538,30,3,45.55,At Risk
1770,41,5,45.52,At Risk
3502,477,5,45.52,Dormant
3966,212,5,45.52,At Risk
3487,431,6,45.5,Dormant
1490,87,2,45.5,At Risk
3381,390,2,45.5,Dormant
3151,96,3,45.45,At Risk
3159,333,3,45.44,Dormant
3801,68,3,45.4,At Risk
3060,178,3,45.4,At Risk
4917,393,3,45.4,Dormant
4839,11,4,45.34,At Risk
1873,102,3,45.3,At Risk
2941,88,6,45.3,Loyal
1686,594,3,45.3,Dormant
4956,405,3,45.3,Dormant
3344,273,5,45.2,At Risk
3351,77,2,45.2,At Risk
4516,23,2,45.2,At Risk
1405,305,2,45.2,Dormant
3965,365,4,45.15,Dormant
1548,455,3,45.1,Dormant
2566,333,1,44.92,Dormant
3541,652,2,44.9,Dormant
1909,121,2,44.8,At Risk
4048,236,3,44.75,At Risk
4270,325,3,44.72,Dormant
4034,47,3,44.7,At Risk
4553,200,2,44.7,At Risk
4626,6,3,44.7,At Risk
2003,37,2,44.7,At Risk
2113,114,3,44.6,At Risk
4452,37,2,44.6,At Risk
4774,167,2,44.5,At Risk
1714,150,2,44.4,At Risk
3303,339,3,44.4,Dormant
4854,372,3,44.35,Dormant
1425,97,4,44.32,At Risk
3795,347,3,44.3,Dormant
2156,145,4,44.2,At Risk
1965,148,2,44.2,At Risk
1388,271,3,44.2,At Risk
4415,337,4,44.2,Dormant
3423,211,4,44.2,At Risk
1393,491,3,44.15,Dormant
4090,307,3,44.12,Dormant
3191,0,2,44.09,At Risk
4488,379,3,44.0,Dormant
4874,7,2,43.95,At Risk
3458,139,5,43.9,At Risk
3755,93,3,43.9,At Risk
1054,70,4,43.9,At Risk
2644,588,3,43.9,Dormant
2177,454,3,43.85,Dormant
4397,186,4,43.84,At Risk
2981,27,4,43.8,At Risk
4278,545,2,43.8,Dormant
3318,162,2,43.8,At Risk
4339,405,3,43.76,Dormant
4329,433,3,43.75,Dormant
1590,137,3,43.7,At Risk
3217,285,3,43.6,Dormant
2642,273,3,43.6,At Risk
2619,371,3,43.56,Dormant
3341,15,2,43.52,At Risk
4818,285,3,43.5,Dormant
3767,207,4,43.5,At Risk
1184,197,2,43.5,At Risk
2962,248,4,43.45,At Risk
2608,102,4,43.4,At Risk
1135,173,3,43.37,At Risk
1950,49,5,43.35,At Risk
2545,42,6,43.35,Loyal
3331,158,2,43.24,At Risk
1877,456,4,43.22,Dormant
2538,156,3,43.2,At Risk
3169,181,2,43.2,At Risk
4668,332,3,43.2,Dormant
4070,156,3,43.1,At Risk
1382,92,3,43.0,At Risk
1730,5,4,43.0,At Risk
4290,482,3,42.85,Dormant
2278,142,3,42.84,At Risk
3142,485,5,42.8,Dormant
2588,2,2,42.8,At Risk
1025,133,3,42.62,At Risk
4978,711,1,42.6,Dormant
4895,114,4,42.6,At Risk
4300,270,3,42.6,At Risk
4046,366,4,42.42,Dormant
3977,258,2,42.4,At Risk
4647,316,2,42.4,Dormant
3061,25,4,42.35,At Risk
3532,218,3,42.3,At Risk
1805,204,3,42.3,At Risk
1990,151,3,42.2,At Risk
1936,137,2,42.2,At Risk
2627,60,3,42.2,At Risk
3250,262,2,42.1,At Risk
4502,38,4,42.04,At Risk
4484,33,3,41.92,At Risk
1977,352,1,41.9,Dormant
4850,168,2,41.9,At Risk
1635,35,3,41.86,At Risk
4407,314,3,41.85,Dormant
3359,523,2,41.82,Dormant
4021,425,3,41.8,Dormant
4001,192,3,41.7,At Risk
2674,483,3,41.7,Dormant
2324,134,3,41.6,At Risk
1667,352,1,41.6,Dormant
3043,359,1,41.4,Dormant
4971,227,3,41.4,At Risk
2886,383,2,41.4,Dormant
1775,80,1,41.4,At Risk
2593,443,3,41.32,Dormant
2721,142,2,41.3,At Risk
4282,190,2,41.2,At Risk
2027,447,2,41.2,Dormant
2179,258,1,41.15,At Risk
2486,35,2,41.15,At Risk
1728,137,3,41.1,At Risk
1570,285,2,41.0,Dormant
1383,310,3,41.0,Dormant
3118,1,3,41.0,At Risk
2168,35,3,40.95,At Risk
3039,32,4,40.95,At Risk
1323,57,3,40.9,At Risk
1530,445,2,40.9,Dormant
1840,367,2,40.9,Dormant
4083,502,1,40.9,Dormant
1738,455,4,40.85,Dormant
1282,42,5,40.7,At Risk
1236,233,2,40.6,At Risk
2206,74,3,40.5,At Risk
1511,283,2,40.42,Dormant
2155,414,4,40.4,Dormant
3564,179,3,40.3,At Risk
2949,577,2,40.26,Dormant
1104,64,4,40.25,At Risk
4401,447,4,40.2,Dormant
3075,76,3,40.2,At Risk
3464,548,2,40.2,Dormant
3074,261,2,40.14,At Risk
2173,141,2,40.1,At Risk
2479,351,5,40.05,Dormant
2913,179,2,40.03,At Risk
3016,29,3,40.0,At Risk
3514,382,2,40.0,Dormant
4318,489,3,39.95,Dormant
4196,53,5,39.9,At Risk
3291,150,2,39.9,At Risk
2263,181,1,39.9,At Risk
2704,42,2,39.8,At Risk
1650,551,2,39.8,Dormant
4311,389,2,39.8,Dormant
1263,437,2,39.8,Dormant
4955,385,3,39.8,Dormant
4250,431,2,39.76,Dormant
1985,34,3,39.75,At Risk
1099,139,3,39.7,At Risk
4168,392,2,39.7,Dormant
4758,389,4,39.7,Dormant
4428,129,3,39.7,At Risk
1919,134,2,39.6,At Risk
1672,84,3,39.6,At Risk
2101,10,4,39.6,At Risk
4888,320,2,39.55,Dormant
3233,430,1,39.5,Dormant
4727,39,4,39.5,At Risk
4287,146,2,39.5,At Risk
2572,217,1,39.4,At Risk
4020,263,2,39.4,At Risk
2301,6,4,39.35,At Risk
3533,495,1,39.3,Dormant
3854,286,3,39.22,Dormant
1448,286,2,39.1,Dormant
2190,80,2,39.1,At Risk
1720,25,2,39.04,At Risk
1244,400,3,39.02,Dormant
1942,441,2,39.0,Dormant
3092,6,3,39.0,At Risk
2626,508,2,39.0,Dormant
1058,50,4,38.9,At Risk
4724,118,2,38.9,At Risk
1657,597,3,38.9,Dormant
3712,10,3,38.82,At Risk
4167,115,3,38.75,At Risk
1854,157,3,38.7,At Risk
1666,259,2,38.7,At Risk
1418,393,3,38.7,Dormant
1858,249,2,38.7,At Risk
4014,45,4,38.66,At Risk
2967,327,3,38.65,Dormant
1575,360,5,38.62,Dormant
2123,572,1,38.6,Dormant
1927,229,2,38.6,At Risk
3150,506,3,38.59,Dormant
2313,315,2,38.54,Dormant
3888,17,2,38.42,At Risk
2283,346,2,38.42,Dormant
4551,155,2,38.4,At Risk
1809,429,2,38.4,Dormant
2611,366,3,38.35,Dormant
3441,262,2,38.3,At Risk
1585,357,4,38.3,Dormant
2461,87,2,38.3,At Risk
2667,197,2,38.29,At Risk
1828,281,3,38.25,Dormant
3278,396,2,38.2,Dormant
1181,44,3,38.2,At Risk
2095,92,2,38.2,At Risk
4458,649,2,38.2,Dormant
3352,52,3,38.2,At Risk
4677,76,3,38.2,At Risk
2791,404,1,38.1,Dormant
2892,405,2,38.0,Dormant
4701,244,1,37.95,At Risk
3561,367,4,37.9,Dormant
1701,227,1,37.9,At Risk
3143,220,2,37.9,At Risk
2476,26,5,37.85,At Risk
1694,455,2,37.8,Dormant
4063,48,2,37.8,At Risk
2546,237,2,37.8,At Risk
2187,136,3,37.75,At Risk
3929,54,4,37.74,At Risk
2737,369,2,37.73,Dormant
4640,96,3,37.69,At Risk
4176,239,3,37.66,At Risk
2951,8,3,37.65,At Risk
1539,94,2,37.6,At Risk
2778,549,4,37.59,Dormant
1376,183,3,37.58,At Risk
4174,438,2,37.5,Dormant
4534,441,2,37.5,Dormant
3335,481,1,37.5,Dormant
2770,168,2,37.5,At Risk
4810,137,2,37.4,At Risk
3305,189,3,37.34,At Risk
4696,134,3,37.2,At Risk
1555,278,1,37.2,Dormant
2739,102,2,37.2,At Risk
4051,336,2,37.1,Dormant
2343,214,4,37.1,At Risk
4317,643,2,37.1,Dormant
1409,155,3,37.06,At Risk
3553,212,3,37.05,At Risk
4079,101,3,37.0,At Risk
4934,60,4,37.0,At Risk
1627,263,3,37.0,At Risk
3578,228,2,36.96,At Risk
2634,252,1,36.9,At Risk
1573,343,3,36.9,Dormant
4139,34,2,36.9,At Risk
1545,74,3,36.8,At Risk
2858,493,1,36.8,Dormant
4763,63,3,36.8,At Risk
1374,147,4,36.8,At Risk
2714,290,1,36.7,Dormant
4830,372,4,36.7,Dormant
4663,621,3,36.65,Dormant
4614,67,5,36.6,At Risk
1941,105,2,36.6,At Risk
4882,60,2,36.6,At Risk
2788,118,4,36.6,At Risk
1914,209,3,36.55,At Risk
2067,140,4,36.54,At Risk
1830,348,2,36.5,Dormant
1173,69,4,36.5,At Risk
3753,367,2,36.5,Dormant
4368,79,4,36.4,At Risk
2060,157,2,36.4,At Risk
1389,315,3,36.3,Dormant
2895,138,1,36.3,At Risk
3085,172,2,36.2,At Risk
3628,516,1,36.16,Dormant
4863,0,2,36.1,At Risk
2673,20,4,36.1,At Risk
3218,567,2,36.1,Dormant
4960,133,4,36.0,At Risk
3659,192,4,35.96,At Risk
3403,623,3,35.92,Dormant
3477,531,1,35.9,Dormant
2888,10,4,35.9,At Risk
1508,45,4,35.9,At Risk
1874,154,4,35.9,At Risk
4209,519,2,35.8,Dormant
3800,325,3,35.8,Dormant
2098,436,2,35.8,Dormant
1607,444,2,35.76,Dormant
1042,75,3,35.75,At Risk
3974,194,3,35.7,At Risk
2537,77,3,35.6,At Risk
2995,315,2,35.59,Dormant
2280,353,2,35.5,Dormant
4635,75,4,35.5,At Risk
1596,169,4,35.45,At Risk
1364,152,4,35.4,At Risk
2585,291,4,35.4,Dormant
3955,37,2,35.4,At Risk
4087,126,2,35.3,At Risk
2046,131,2,35.25,At Risk
3738,0,4,35.2,At Risk
1154,227,3,35.2,At Risk
1617,275,4,35.1,At Risk
3057,532,2,35.1,Dormant
3792,518,1,35.1,Dormant
4857,155,2,35.1,At Risk
1463,6,3,35.1,At Risk
2377,258,2,35.0,At Risk
1563,612,2,35.0,Dormant
3638,207,2,35.0,At Risk
1487,423,2,34.9,Dormant
1105,222,2,34.8,At Risk
2423,517,2,34.8,Dormant
1453,404,2,34.8,Dormant
1201,401,2,34.8,Dormant
2520,24,3,34.77,At Risk
3901,395,2,34.7,Dormant
4354,348,2,34.7,Dormant
1916,44,3,34.65,At Risk
1145,84,3,34.6,At Risk
1149,18,2,34.6,At Risk
1117,220,1,34.6,At Risk
1571,220,2,34.5,At Risk
2094,602,3,34.44,Dormant
1196,33,3,34.42,At Risk
4861,108,3,34.4,At Risk
1879,417,4,34.4,Dormant
1709,252,2,34.4,At Risk
2253,162,3,34.3,At Risk
3461,187,2,34.3,At Risk
3417,15,2,34.3,At Risk
4974,420,2,34.24,Dormant
3135,157,3,34.22,At Risk
1645,451,2,34.2,Dormant
4682,227,3,34.2,At Risk
2926,52,3,34.15,At Risk
4943,155,3,34.1,At Risk
3871,152,3,34.1,At Risk
4581,271,2,34.0,Dormant
1771,282,3,34.0,Dormant
3319,43,2,34.0,At Risk
2429,184,1,33.96,At Risk
3199,6,1,33.9,At Risk
1368,168,1,33.9,At Risk
3725,466,2,33.9,Dormant
3720,216,3,33.9,At Risk
3914,356,3,33.82,Dormant
3317,184,3,33.71,At Risk
4033,207,3,33.7,At Risk
3475,16,4,33.7,At Risk
2318,348,2,33.7,Dormant
2677,7,2,33.6,At Risk
2970,0,2,33.6,At Risk
3332,333,2,33.55,Dormant
3876,88,3,33.5,At Risk
2662,390,3,33.4,Dormant
3695,174,4,33.4,At Risk
3056,137,2,33.4,At Risk
2725,702,2,33.4,Dormant
2605,487,2,33.35,Dormant
2275,150,2,33.32,At Risk
2114,54,3,33.3,At Risk
2258,437,3,33.3,Dormant
2347,337,2,33.3,Dormant
2030,117,3,33.22,At Risk
4905,35,1,33.2,At Risk
3131,392,2,33.2,Dormant
3242,221,3,33.1,At Risk
4400,19,3,33.02,At Risk
4998,77,1,33.0,At Risk
3211,91,2,33.0,At Risk
1232,182,3,33.0,At Risk
2199,576,2,33.0,Dormant
1122,9,3,33.0,At Risk
4670,80,3,32.9,At Risk
3521,166,4,32.9,At Risk
4811,58,3,32.9,At Risk
1861,140,2,32.9,At Risk
4518,163,2,32.8,At Risk
3367,671,1,32.8,Dormant
4327,248,2,32.76,At Risk
2088,324,2,32.7,Dormant
3964,659,2,32.7,Dormant
1459,165,1,32.66,At Risk
1633,143,2,32.62,At Risk
2384,362,2,32.6,Dormant
1219,454,2,32.6,Dormant
3747,309,2,32.6,Dormant
1593,144,3,32.6,At Risk
2057,47,2,32.54,At Risk
1317,522,3,32.54,Dormant
4570,130,2,32.5,At Risk
3820,522,2,32.5,Dormant
2919,183,2,32.5,At Risk
2013,122,3,32.45,At Risk
4047,299,2,32.44,Dormant
4533,223,3,32.4,At Risk
3885,76,2,32.4,At Risk
1727,165,2,32.4,At Risk
2856,131,2,32.4,At Risk
3641,3,3,32.3,At Risk
2036,490,3,32.3,Dormant
3908,173,2,32.3,At Risk
3425,380,3,32.3,Dormant
2053,100,3,32.2,At Risk
1057,570,3,32.15,Dormant
2651,475,2,32.12,Dormant
1577,289,1,32.1,Dormant
2006,22,2,32.0,At Risk
3449,31,3,32.0,At Risk
1408,160,3,31.9,At Risk
2845,90,2,31.9,At Risk
2603,550,1,31.86,Dormant
4145,263,3,31.84,At Risk
3992,410,2,31.75,Dormant
1085,137,3,31.74,At Risk
4575,20,4,31.74,At Risk
2966,399,2,31.7,Dormant
3565,624,1,31.54,Dormant
3152,36,1,31.5,At Risk
3326,244,2,31.5,At Risk
4081,71,3,31.44,At Risk
3019,11,2,31.4,At Risk
4913,151,3,31.4,At Risk
3945,87,3,31.4,At Risk
3710,130,3,31.3,At Risk
3791,280,2,31.2,Dormant
4674,578,3,31.2,Dormant
1164,275,2,31.1,Dormant
2887,347,2,31.1,Dormant
1429,326,2,31.1,Dormant
4936,290,2,31.1,Dormant
3805,468,3,31.1,Dormant
3890,65,4,31.1,At Risk
2141,297,4,31.0,Dormant
3172,304,3,31.0,Dormant
2174,468,3,30.8,Dormant
3069,265,2,30.8,At Risk
3147,6,2,30.75,At Risk
2451,458,3,30.65,Dormant
1121,655,1,30.62,Dormant
2214,345,1,30.6,Dormant
3550,377,3,30.6,Dormant
3188,24,3,30.59,At Risk
1189,544,2,30.55,Dormant
4481,467,2,30.5,Dormant
2631,94,3,30.5,At Risk
4625,267,2,30.5,Dormant
3196,56,2,30.44,At Risk
3004,323,2,30.35,Dormant
2329,168,2,30.3,At Risk
4332,36,2,30.25,At Risk
2335,160,2,30.2,At Risk
3852,273,3,30.1,At Risk
4802,507,1,30.0,Dormant
3073,347,2,30.0,Dormant
1920,317,2,30.0,Dormant
1662,201,2,30.0,At Risk
1447,573,1,30.0,Dormant
1665,31,3,30.0,At Risk
2468,292,2,29.8,Dormant
2259,562,3,29.75,Dormant
1470,567,1,29.7,Dormant
4907,253,2,29.7,At Risk
2954,208,3,29.5,At Risk
2577,66,4,29.45,At Risk
3313,266,3,29.4,At Risk
2733,161,3,29.3,At Risk
4983,382,3,29.22,Dormant
1683,132,2,29.2,At Risk
4801,148,2,29.2,At Risk
4927,72,2,29.2,At Risk
2798,130,4,29.2,At Risk
1598,303,3,29.2,Dormant
2734,275,1,29.14,Dormant
3825,702,1,29.14,Dormant
4479,323,4,29.1,Dormant
1166,575,2,29.1,Dormant
4995,576,2,29.0,Dormant
2862,144,3,28.98,At Risk
3636,230,3,28.9,At Risk
3542,172,2,28.9,At Risk
3018,186,3,28.8,At Risk
1272,521,1,28.8,Dormant
4729,266,3,28.74,At Risk
2881,577,2,28.65,Dormant
4639,403,1,28.6,Dormant
4979,250,3,28.6,At Risk
3177,438,2,28.6,Dormant
2308,476,2,28.6,Dormant
4136,141,3,28.6,At Risk
1841,234,2,28.6,At Risk
4996,36,3,28.5,At Risk
4552,74,3,28.5,At Risk
3494,179,3,28.45,At Risk
1192,355,2,28.4,Dormant
4714,122,2,28.4,At Risk
4611,125,2,28.3,At Risk
3047,114,2,28.3,At Risk
2976,211,2,28.21,At Risk
2220,148,2,28.2,At Risk
3870,284,2,28.2,Dormant
3448,460,1,28.2,Dormant
2541,474,3,28.2,Dormant
3722,516,3,28.2,Dormant
3366,376,2,28.1,Dormant
4595,145,2,28.1,At Risk
3391,9,1,28.0,At Risk
2774,63,3,27.96,At Risk
3404,23,2,27.94,At Risk
3244,40,3,27.9,At Risk
3012,101,3,27.9,At Risk
3569,419,3,27.8,Dormant
4242,21,3,27.76,At Risk
3707,187,2,27.75,At Risk
1531,345,2,27.7,Dormant
2931,543,1,27.7,Dormant
2227,193,2,27.7,At Risk
4948,586,2,27.6,Dormant
4829,57,1,27.4,At Risk
1640,662,2,27.4,Dormant
3386,330,4,27.4,Dormant
4409,349,2,27.34,Dormant
3008,539,2,27.3,Dormant
3078,120,2,27.3,At Risk
2192,323,2,27.3,Dormant
3826,612,1,27.24,Dormant
2615,580,2,27.2,Dormant
4189,110,2,27.1,At Risk
2084,137,2,27.1,At Risk
4241,454,2,27.1,Dormant
4866,131,3,27.1,At Risk
2686,375,2,27.0,Dormant
2334,668,2,27.0,Dormant
1334,206,2,27.0,At Risk
1238,304,1,27.0,Dormant
3451,121,4,27.0,At Risk
2658,75,2,26.9,At Risk
2853,408,2,26.9,Dormant
2477,209,3,26.9,At Risk
3711,175,2,26.85,At Risk
2828,697,1,26.8,Dormant
1255,460,1,26.8,Dormant
1769,0,2,26.8,At Risk
1685,134,4,26.7,At Risk
1344,117,2,26.5,At Risk
4987,357,3,26.4,Dormant
2473,182,2,26.4,At Risk
1112,265,1,26.36,Dormant
4884,699,1,26.3,Dormant
1794,104,2,26.3,At Risk
2342,376,2,26.3,Dormant
2285,14,2,26.2,At Risk
2398,356,3,26.2,Dormant
4900,455,2,26.1,Dormant
3269,84,2,26.1,At Risk
1200,95,3,26.05,At Risk
3231,274,2,26.0,Dormant
4517,430,1,26.0,Dormant
4985,4,4,25.97,At Risk
1972,211,2,25.9,At Risk
1586,607,2,25.9,Dormant
1445,607,3,25.8,Dormant
4027,184,2,25.8,At Risk
3788,317,1,25.8,Dormant
1610,218,2,25.7,At Risk
1284,485,2,25.6,Dormant
3739,146,3,25.6,At Risk
1159,199,3,25.45,At Risk
1132,99,3,25.44,At Risk
1044,66,2,25.4,At Risk
3288,248,3,25.4,At Risk
1876,197,1,25.3,At Risk
3293,235,3,25.3,At Risk
4186,66,1,25.3,At Risk
3708,118,3,25.2,At Risk
3001,6,2,25.2,At Risk
4315,248,2,25.2,At Risk
2621,459,2,25.2,Dormant
1960,355,1,25.2,Dormant
2776,595,2,25.14,Dormant
4141,48,1,25.1,At Risk
1338,506,2,25.1,Dormant
3632,451,2,25.0,Dormant
2866,623,1,25.0,Dormant
4902,258,3,25.0,At Risk
4052,253,2,24.82,At Risk
2322,683,2,24.8,Dormant
4143,663,2,24.7,Dormant
3836,24,2,24.7,At Risk
4237,589,1,24.7,Dormant
2752,81,1,24.7,At Risk
1273,240,2,24.6,At Risk
3032,208,2,24.55,At Risk
4005,596,1,24.5,Dormant
3602,429,2,24.5,Dormant
1707,204,2,24.5,At Risk
3432,270,2,24.5,Dormant
4870,547,3,24.4,Dormant
4791,671,2,24.4,Dormant
1352,667,1,24.4,Dormant
4225,236,2,24.4,At Risk
1786,323,3,24.3,Dormant
1357,115,3,24.3,At Risk
2820,401,1,24.2,Dormant
2216,43,1,24.2,At Risk
4436,7,1,24.1,At Risk
3238,545,2,24.0,Dormant
1156,108,1,24.0,At Risk
1005,706,2,24.0,Dormant
4123,16,2,24.0,At Risk
2050,185,2,23.9,At Risk
3372,673,1,23.8,Dormant
1048,73,2,23.8,At Risk
1481,209,2,23.8,At Risk
4425,74,1,23.7,At Risk
4383,393,2,23.7,Dormant
4621,642,1,23.7,Dormant
1369,394,3,23.6,Dormant
3434,203,1,23.52,At Risk
1167,317,2,23.5,Dormant
4429,162,1,23.5,At Risk
2822,12,2,23.48,At Risk
4844,310,1,23.4,Dormant
4535,25,3,23.4,At Risk
1975,95,2,23.3,At Risk
1594,341,3,23.3,Dormant
4560,180,2,23.2,At Risk
4964,30,2,23.15,At Risk
1299,210,3,23.1,At Risk
3383,412,3,23.1,Dormant
4612,244,2,23.1,At Risk
2767,337,1,23.1,Dormant
2501,112,2,23.0,At Risk
4031,73,3,23.0,At Risk
2457,382,3,23.0,Dormant
3568,74,4,22.85,At Risk
2198,507,1,22.8,Dormant
4333,182,1,22.8,At Risk
1891,543,2,22.8,Dormant
2140,0,3,22.7,At Risk
1292,67,2,22.7,At Risk
1790,276,2,22.7,Dormant
2609,126,2,22.6,At Risk
2015,232,2,22.6,At Risk
1886,28,2,22.56,At Risk
1193,48,2,22.56,At Risk
4347,298,2,22.5,Dormant
